name,name_normalized,score_dry,score_oily,score_combination,score_normal,score_sensitive,score_mature,score_pregnancy_safe,good_tags,avoid_tags,source,product_frequency,category,category_tr,description_tr,dry_effect,dry_reason_tr,oily_effect,oily_reason_tr,combination_effect,combination_reason_tr,normal_effect,normal_reason_tr,sensitive_effect,sensitive_reason_tr,mature_effect,mature_reason_tr,pregnancy_safe_effect,pregnancy_safe_reason_tr,score_acne_prone,acne_prone_effect,acne_prone_reason_tr
5-Diamine,5diamine,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,,,top1000,44,Cilt Bakım Bileşeni,Cilt Bakım Bileşeni,"5-Diamine, genellikle saç bakım ürünlerinde kullanılan bir bileşendir ve saçın yapısını güçlendirmeye yardımcı olur. Cilt bakımında nadiren kullanılır ve etkinliği sınırlıdır.",neutral,5-Diamine'in kuru cilt üzerinde belirgin bir nemlendirici veya bariyer onarıcı etkisi yoktur. Cilt bakımında yaygın olarak kullanılmadığından kuru cilt için özel bir fayda sağlamaz. 💡 Kuru cilt bakımında hyaluronik asit veya seramid gibi kanıtlanmış nemlendiricileri tercih edin.,neutral,5-Diamine'in sebum düzenleyici veya gözenek sıkılaştırıcı etkisi yoktur. Yağlı ciltlerde kullanımı gereksizdir. 💡 Yağlı ciltler için salisilik asit veya niasinamid içeren ürünler daha uygundur.,neutral,Karma ciltlerde 5-Diamine'in belirgin bir etkisi yoktur. Cilt tipine özel bir fayda sağlamaz. 💡 Karma cilt bakımında bölgesel ihtiyaçlara yönelik ürünler kullanın.,neutral,Normal ciltlerde 5-Diamine'in herhangi bir olumlu veya olumsuz etkisi bulunmamaktadır. Cilt bakım rutinine eklenmesi gerekmez. 💡 Normal ciltler için antioksidan ve nemlendirici içeren basit bir rutin yeterlidir.,caution,"5-Diamine hassas ciltlerde potansiyel bir tahriş edici olabilir. Alerjik reaksiyon riski düşük olmakla birlikte, hassas ciltlerde kullanımı önerilmez. 💡 Hassas ciltlerde yeni bir ürün kullanmadan önce yama testi yapın ve tahriş edici bileşenlerden kaçının.",neutral,"5-Diamine'in yaşlanma karşıtı etkisi yoktur. Kolajen üretimini uyarmaz veya kırışıklıkları azaltmaz. 💡 Olgun ciltler için retinol, peptitler veya C vitamini gibi yaşlanma karşıtı bileşenler kullanın.",neutral,5-Diamine hakkında hamilelikte güvenlik verisi sınırlıdır ancak topikal kullanımda düşük risk taşıdığı düşünülmektedir. Yine de gereksiz kullanımdan kaçınılmalıdır. 💡 Hamilelikte yeni bir ürün kullanmadan önce doktorunuza danışın.,0.0,neutral,"5-Diamine'in akne üzerinde doğrudan bir etkisi yoktur. Komedojenik değildir ancak akne tedavisine katkı sağlamaz. 💡 Akneye meyilli ciltler için salisilik asit, benzoil peroksit veya retinoidler gibi kanıtlanmış bileşenleri tercih edin."
Acacia Senegal Gum,acaciasenegalgum,2.0,0.0,1.0,0.0,2.0,1.0,2.0,,,top1000,68,Kıvam Artırıcı / Stabilizatör,Kıvam Artırıcı / Stabilizatör,"Acacia Senegal Gum (Arap zamkı), doğal bir polisakkarittir ve kozmetikte kıvam artırıcı, emülgatör ve stabilizatör olarak kullanılır. Ciltte ince bir film oluşturarak yumuşaklık hissi verir.",beneficial,"Acacia Senegal Gum, ciltte nemi hapseden ince bir film oluşturarak transepidermal su kaybını azaltır. Kuru ciltlerde yumuşatıcı ve nemlendirici etki gösterir, bariyer fonksiyonunu destekler. 💡 Kuru ciltler için nemlendirici kremlerde bu bileşeni içeren ürünleri tercih edebilirsiniz.",neutral,Acacia Senegal Gum hafif bir film oluşturur ancak yağlı ciltlerde ağırlık yapmaz. Sebum kontrolüne doğrudan katkısı yoktur. 💡 Yağlı ciltlerde kullanımı güvenlidir ancak ek bir fayda sağlamaz.,neutral,Karma ciltlerde kuru bölgelere hafif nemlendirme sağlarken yağlı bölgelerde ağırlık yapmaz. Genel olarak tolere edilir. 💡 Karma ciltlerde hafif nemlendiricilerde bu bileşen bulunabilir.,neutral,"Normal ciltlerde belirgin bir etkisi yoktur, sadece formülasyon stabilitesine katkı sağlar. 💡 Normal ciltler için ek bir fayda sağlamaz.",beneficial,Acacia Senegal Gum doğal ve yatıştırıcı bir bileşendir. Hassas ciltlerde tahriş riski düşüktür ve ciltte koruyucu bir bariyer oluşturarak dış etkenlere karşı korur. 💡 Hassas ciltler için yatıştırıcı ürünlerde güvenle kullanılabilir.,neutral,Acacia Senegal Gum ciltte hafif bir sıkılaştırma hissi verebilir ancak yaşlanma karşıtı kanıtlanmış bir etkisi yoktur. Nemlendirme yoluyla cilt görünümünü iyileştirebilir. 💡 Olgun ciltlerde nemlendirici olarak kullanılabilir ancak yaşlanma karşıtı ana bileşen olarak düşünülmemelidir.,beneficial,Acacia Senegal Gum doğal bir bileşendir ve topikal kullanımda hamilelikte güvenli kabul edilir. Sistemik emilimi düşüktür. 💡 Hamilelikte güvenle kullanılabilir.,0.0,neutral,Acacia Senegal Gum komedojenik değildir ve gözenek tıkamaz. Akne üzerinde doğrudan bir etkisi yoktur ancak akneye meyilli ciltlerde güvenle kullanılabilir. 💡 Akneye meyilli ciltlerde kullanımı güvenlidir.
Acetic Acid,aceticacid,-2.0,2.0,0.0,0.0,-3.0,0.0,1.0,,,top1000,58,Cilt Bakım Bileşeni,Cilt Bakım Bileşeni,"Asetik asit, sirkenin ana bileşenidir ve kozmetikte pH düzenleyici olarak kullanılır. Düşük konsantrasyonlarda ciltte hafif eksfoliasyon sağlayabilir ancak yüksek konsantrasyonlarda tahriş edicidir.",caution,Asetik asit kuru ciltlerde bariyer hasarını artırabilir ve transepidermal su kaybını yükseltebilir. Düşük pH değeri nedeniyle cildi kurutabilir ve pullanmaya neden olabilir. 💡 Kuru ciltlerde asetik asit içeren ürünlerden kaçının veya çok düşük konsantrasyonlarda kullanın.,beneficial,"Asetik asit hafif asidik yapısıyla cilt yüzeyindeki fazla sebumu temizlemeye yardımcı olabilir. Ayrıca antibakteriyel etkisi sayesinde akneye neden olan bakterileri azaltabilir. 💡 Yağlı ciltlerde haftada 1-2 kez tonik olarak kullanılabilir, ancak yüksek konsantrasyonlardan kaçının.",neutral,Karma ciltlerde asetik asit yağlı bölgelere fayda sağlarken kuru bölgeleri tahriş edebilir. Dikkatli kullanılmalıdır. 💡 Karma ciltlerde sadece T-bölgesine uygulayın ve kuru yanaklardan kaçının.,neutral,Normal ciltlerde asetik asit düşük konsantrasyonlarda hafif eksfoliasyon sağlayabilir ancak düzenli kullanım gereksizdir. 💡 Normal ciltlerde asetik asit kullanımına gerek yoktur.,caution,"Asetik asit hassas ciltlerde güçlü bir tahriş edicidir. Rozasea ve egzama gibi durumları şiddetlendirebilir, kızarıklık ve yanmaya neden olabilir. 💡 Hassas ciltlerde asetik asit içeren ürünlerden kesinlikle kaçının.",neutral,Asetik asit yaşlanma karşıtı etki göstermez. Hafif eksfoliasyon ile cilt dokusunu iyileştirebilir ancak bu etki için daha güvenli alternatifler (AHA'lar) vardır. 💡 Olgun ciltlerde asetik asit yerine glikolik asit veya laktik asit gibi AHA'ları tercih edin.,beneficial,"Düşük konsantrasyonlarda topikal asetik asit hamilelikte güvenli kabul edilir. Ancak yüksek konsantrasyonlardan kaçınılmalıdır. 💡 Hamilelikte seyreltilmiş formda kullanılabilir, ancak doktorunuza danışın.",2.0,beneficial,Asetik asit antibakteriyel ve hafif keratolitik etkisiyle akneye neden olan Propionibacterium acnes'i azaltabilir ve gözenekleri temizleyebilir. Ancak yüksek konsantrasyonlarda tahriş yapabilir. 💡 Akneye meyilli ciltlerde seyreltilmiş formda (örneğin %1-2) haftada birkaç kez kullanılabilir.
Acetyl Cedrene,acetylcedrene,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,,,top1000,28,Cilt Bakım Bileşeni,Cilt Bakım Bileşeni,"Acetyl Cedrene, sedir ağacından elde edilen bir terpenoiddir ve kozmetikte koku bileşeni olarak kullanılır. Cilt bakımında belirgin bir terapötik etkisi yoktur.",neutral,Acetyl Cedrene'in kuru cilt üzerinde nemlendirici veya bariyer onarıcı etkisi yoktur. Sadece koku sağlar. 💡 Kuru cilt bakımında bu bileşenin bulunması gerekmez.,neutral,Acetyl Cedrene'in yağlı ciltlerde sebum kontrolü veya gözenek sıkılaştırma gibi bir etkisi yoktur. 💡 Yağlı ciltler için ek bir fayda sağlamaz.,neutral,Karma ciltlerde herhangi bir etkisi yoktur. 💡 Karma cilt bakımında gereksiz bir bileşendir.,neutral,"Normal ciltlerde sadece koku olarak bulunur, cilt üzerinde etkisi yoktur. 💡 Normal ciltlerde kullanımı güvenlidir ancak faydası yoktur.",caution,"Acetyl Cedrene bir koku bileşenidir ve hassas ciltlerde alerjik kontakt dermatite neden olabilir. Özellikle rozasea ve egzama gibi durumları tetikleyebilir. 💡 Hassas ciltlerde kokulu ürünlerden kaçının, bu bileşeni içeren ürünleri kullanmayın.",neutral,Acetyl Cedrene'in yaşlanma karşıtı etkisi yoktur. 💡 Olgun ciltlerde yaşlanma karşıtı fayda sağlamaz.,neutral,Acetyl Cedrene hakkında hamilelikte güvenlik verisi sınırlıdır ancak düşük konsantrasyonlarda topikal kullanımı genellikle güvenli kabul edilir. 💡 Hamilelikte kokulu ürünlerden kaçınmak en iyisidir.,0.0,neutral,Acetyl Cedrene komedojenik değildir ancak akne üzerinde olumlu veya olumsuz bir etkisi yoktur. 💡 Akneye meyilli ciltlerde kullanımı güvenlidir ancak gereksizdir.
Acetyl Dipeptide-1 Cetyl Ester,acetyldipeptide1cetylester,2.0,0.0,1.0,0.0,3.0,1.0,2.0,Redness|Impaired skin barrier,,manual_v2,0,Peptit (Calmosensine),Peptit (Calmosensine),"Acetyl Dipeptide-1 Cetyl Ester (Calmosensine), yatıştırıcı etkisi olan bir peptittir. Ciltteki hassasiyeti ve kızarıklığı azaltmaya yardımcı olur, nörokozmetik olarak sınıflandırılır.",beneficial,"Calmosensine, kuru ciltte sık görülen hassasiyet ve gerginlik hissini azaltabilir. Cilt bariyerini onarmasa da rahatlatıcı etkisiyle kuru ciltlerde konfor sağlar. 💡 Kuru ve hassas ciltler için yatıştırıcı kremlerde bu peptidi arayın.",neutral,Calmosensine'in yağlı ciltlerde sebum kontrolü veya gözenek sıkılaştırma gibi bir etkisi yoktur. Ancak tahrişe bağlı yağlanma varsa faydalı olabilir. 💡 Yağlı ciltlerde gerekli değildir.,beneficial,Karma ciltlerde hassas bölgeleri yatıştırabilir. Özellikle kuru yanaklarda rahatlatıcı etki gösterir. 💡 Karma ciltlerde sadece kuru bölgelere uygulayın.,neutral,"Normal ciltlerde belirgin bir etkisi yoktur, çünkü hassasiyet genellikle yoktur. 💡 Normal ciltler için gereksiz bir bileşendir.",beneficial,"Calmosensine, hassas ciltlerde nörojenik inflamasyonu azaltarak kızarıklık, yanma ve kaşıntıyı hafifletir. Rozasea ve egzama gibi durumlarda semptomları yatıştırır. 💡 Hassas ciltler için yatıştırıcı serum veya kremlerde bu peptidi tercih edin.",beneficial,"Calmosensine, olgun ciltte hassasiyeti azaltarak konfor sağlar. Yaşlanma karşıtı doğrudan etkisi yoktur ancak rahatlatıcı özelliği ile bakımı destekler. 💡 Olgun ciltlerde hassasiyet varsa kullanılabilir.",beneficial,Calmosensine topikal kullanımda hamilelikte güvenli kabul edilir. Sistemik emilimi düşüktür ve teratojenik risk taşımaz. 💡 Hamilelikte güvenle kullanılabilir.,0.0,neutral,Calmosensine'in akne üzerinde doğrudan bir etkisi yoktur. Ancak akne tedavisinde kullanılan tahriş edici ürünlerin yan etkilerini azaltmaya yardımcı olabilir. 💡 Akne tedavisi sırasında yatıştırıcı olarak kullanılabilir.
Acetyl Hexapeptide-8,acetylhexapeptide8,0.0,0.0,0.0,2.0,-1.0,3.0,2.0,Fine Lines|Wrinkles,,manual_v2,0,Peptit (Argireline),Peptit (Argireline),"Acetyl Hexapeptide-8, botulinum toksini benzeri etki gösteren sentetik bir peptittir. Yüz kaslarına uygulandığında nörotransmitter salınımını inhibe ederek kas kasılmalarını geçici olarak azaltır. Bu sayede dinamik kırışıklıkların (özellikle alın ve göz çevresi) görünümünü yumuşatır.",neutral,Kuru ciltlerde nemlendirme veya bariyer onarımı gibi doğrudan bir faydası yoktur. Ancak kırışıklık görünümünü azaltarak cilt dokusunu iyileştirebilir. Yeterli nemlendirme ile kombine edilmelidir. 💡 Hyaluronik asit ve seramid içeren bir nemlendirici ile birlikte kullanın.,neutral,"Yağlı ciltlerde sebum kontrolü veya gözenek sıkılaştırma gibi etkileri yoktur. Kırışıklık önleyici olarak kullanılabilir ancak yağlı ciltlerde ek bir fayda sağlamaz. 💡 Hafif bir serum formunda tercih edin, ağır kremlerden kaçının.",neutral,"Karma ciltlerde bölgesel farklılıklara müdahale etmez. Kırışıklık önleyici olarak tüm yüze uygulanabilir ancak T-bölgede aşırı yağlanma yapmaz. 💡 Tüm yüze uygulayın, ardından bölgesel nemlendirici kullanın.",beneficial,"Normal ciltlerde kırışıklık önleyici olarak etkilidir. Dinamik çizgileri azaltarak cildin daha pürüzsüz görünmesini sağlar. Düzenli kullanımda ince çizgilerin belirginliğini azaltır. 💡 Günde iki kez temiz cilde uygulayın, ardından nemlendirici kullanın.",caution,"Hassas ciltlerde genellikle iyi tolere edilse de, bazı formülasyonlarda koruyucu veya taşıyıcı maddeler tahrişe neden olabilir. Rozasea veya egzama gibi durumlarda dikkatli kullanılmalıdır. 💡 Kullanmadan önce kol içinde yama testi yapın. Tahriş durumunda kullanımı durdurun.",beneficial,"Olgun ciltlerde dinamik kırışıklıkları (alın, göz çevresi, ağız çevresi) azaltmada oldukça etkilidir. Kas kasılmalarını inhibe ederek ifade çizgilerinin derinleşmesini önler. Düzenli kullanımda botoks benzeri bir etki sağlar. 💡 Günde iki kez kullanın, en iyi sonuç için 8-12 hafta düzenli uygulama yapın.",beneficial,"Hamilelikte kullanımı güvenli kabul edilir. Sistemik emilimi düşüktür ve teratojenik risk taşımaz. Kırışıklık önleyici olarak retinoidlere güvenli bir alternatiftir. 💡 Hamilelikte güvenle kullanabilirsiniz, ancak yine de doktorunuza danışmanız önerilir.",0.0,neutral,"Akne üzerinde doğrudan bir etkisi yoktur. Komedojenik değildir, bu nedenle akneye meyilli ciltlerde güvenle kullanılabilir. Ancak akne tedavisine katkı sağlamaz. 💡 Akne tedavisi için salisilik asit veya retinoid içeren ürünlerle kombine edebilirsiniz."
Acetyl Tributyl Citrate,acetyltributylcitrate,0.0,0.0,0.0,0.0,-1.0,0.0,2.0,,,top1000,40,Cilt Bakım Bileşeni,Cilt Bakım Bileşeni,"Acetyl Tributyl Citrate, sitrik asit türevi bir plastikleştirici ve çözücüdür. Kozmetikte genellikle film oluşturucu veya diğer bileşenlerin çözünürlüğünü artırmak için kullanılır. Cilt üzerinde belirgin bir aktif etkisi yoktur, daha çok formülasyon yardımcısıdır.",neutral,"Kuru ciltlerde nemlendirme veya bariyer onarımı gibi bir faydası yoktur. Ancak tahriş edici değildir ve genellikle iyi tolere edilir. 💡 Kuru ciltlerde ek bir fayda sağlamaz, nemlendirici içeren ürünler tercih edin.",neutral,"Yağlı ciltlerde sebum kontrolü veya gözenek sıkılaştırma gibi etkileri yoktur. Komedojenik değildir, bu nedenle güvenle kullanılabilir. 💡 Yağlı ciltlerde sorun yaratmaz, ancak aktif bir fayda beklemeyin.",neutral,"Karma ciltlerde herhangi bir olumlu veya olumsuz etkisi yoktur. Formülasyonlarda yardımcı bileşen olarak bulunur. 💡 Kullanımı güvenlidir, ancak cilt tipinize uygun aktif içeriklere odaklanın.",neutral,Normal ciltlerde belirgin bir faydası yoktur. Kozmetik ürünlerde formülasyon stabilitesini sağlamak için kullanılır. 💡 Herhangi bir özel önlem gerektirmez.,caution,"Hassas ciltlerde düşük konsantrasyonlarda genellikle iyi tolere edilse de, bazı bireylerde hafif tahrişe neden olabilir. Rozasea veya egzama gibi durumlarda dikkatli olunmalıdır. 💡 Yama testi yapın, tahriş durumunda kullanmayın.",neutral,Olgun ciltlerde kırışıklık veya elastikiyet üzerinde doğrudan bir etkisi yoktur. Yaşlanma karşıtı ürünlerde yardımcı bileşen olarak bulunabilir. 💡 Yaşlanma karşıtı fayda için peptit veya antioksidan içeren ürünler tercih edin.,beneficial,Hamilelikte kullanımı güvenli kabul edilir. Sistemik emilimi düşüktür ve teratojenik risk taşımaz. 💡 Hamilelikte güvenle kullanılabilir.,0.0,neutral,"Akne üzerinde doğrudan bir etkisi yoktur. Komedojenik potansiyeli düşüktür, bu nedenle akneye meyilli ciltlerde güvenle kullanılabilir. 💡 Akne tedavisine katkı sağlamaz, ancak zararlı da değildir."
Acetylated Glycol Stearate,acetylatedglycolstearate,2.0,-1.0,0.0,0.0,-1.0,1.0,2.0,,,manual_v2,0,Yumuşatıcı,Yumuşatıcı,"Acetylated Glycol Stearate, stearik asit türevi bir emülgatör ve yumuşatıcıdır. Ciltte ince bir film oluşturarak nem kaybını önler ve pürüzsüz bir his sağlar. Genellikle krem ve losyonlarda kıvam artırıcı olarak kullanılır.",beneficial,Kuru ciltlerde nemi hapsederek bariyer fonksiyonunu destekler. Yumuşatıcı etkisiyle pullanmayı azaltır ve cildi daha pürüzsüz hale getirir. Ancak tek başına yeterli nemlendirme sağlamaz. 💡 Hyaluronik asit veya gliserin gibi nem çekicilerle kombine edin.,caution,"Yağlı ciltlerde ağır bir his bırakabilir ve gözenekleri tıkama potansiyeli vardır. Komedojenik indeksi düşük olsa da, akneye meyilli ciltlerde dikkatli kullanılmalıdır. 💡 Hafif formülleri tercih edin, yağlı bölgelere uygulamaktan kaçının.",neutral,"Karma ciltlerde kuru bölgelere faydalı olabilirken, yağlı bölgelerde ağırlaştırıcı etki yapabilir. Bölgesel kullanım önerilir. 💡 Sadece kuru bölgelere (yanaklar) uygulayın, T-bölgeden kaçının.",neutral,"Normal ciltlerde belirgin bir fayda veya zarar sağlamaz. Nemlendirici olarak yeterli olmayabilir. 💡 Hafif bir nemlendirici olarak kullanılabilir, ancak ek aktifler içeren ürünler tercih edin.",caution,"Hassas ciltlerde genellikle iyi tolere edilse de, bazı formülasyonlarda tahrişe neden olabilir. Rozasea veya egzama gibi durumlarda yama testi önerilir. 💡 Yama testi yapın, tahriş durumunda kullanmayın.",beneficial,"Olgun ciltlerde nem kaybını önleyerek ince çizgilerin görünümünü azaltmaya yardımcı olabilir. Ancak yaşlanma karşıtı aktifler içermez, sadece destekleyicidir. 💡 Retinol veya peptit içeren ürünlerle kombine edin.",beneficial,Hamilelikte kullanımı güvenli kabul edilir. Sistemik emilimi düşüktür ve teratojenik risk taşımaz. 💡 Hamilelikte güvenle kullanılabilir.,-1.0,caution,"Komedojenik potansiyeli düşük olsa da, yağlı yapısı nedeniyle akneye meyilli ciltlerde gözenek tıkama riski vardır. Özellikle kistik akne eğilimi olanlarda dikkatli kullanılmalıdır. 💡 Non-komedojenik etiketli ürünleri tercih edin, aşırı kullanımdan kaçının."
Achillea Maritima Callus Lysate,achilleamaritimacalluslysate,2.0,0.0,0.0,1.0,2.0,2.0,2.0,Fine Lines|Wrinkles|Elasticity,,manual_v2,0,Bitki Kök Hücre Lizatı,Bitki Kök Hücre Lizatı,"Achillea Maritima Callus Lysate, deniz civanperçemi bitkisinin kök hücrelerinden elde edilen bir lizattır. Antioksidan ve anti-inflamatuar özellikler gösterir, cilt yenilenmesini destekler. Kozmetikte yaşlanma karşıtı ve onarıcı olarak kullanılır.",beneficial,"Kuru ciltlerde antioksidan etkisiyle serbest radikal hasarını azaltır ve cilt bariyerini destekler. Nemlendirme sağlamaz ancak onarıcı etkisiyle kuruluğu hafifletebilir. 💡 Nemlendirici ile birlikte kullanın, gece rutinine ekleyin.",neutral,Yağlı ciltlerde sebum kontrolü veya gözenek sıkılaştırma gibi doğrudan bir etkisi yoktur. Antioksidan olarak faydalı olabilir ancak yağlı ciltlerde ek bir avantaj sağlamaz. 💡 Hafif bir serum formunda kullanın.,neutral,"Karma ciltlerde bölgesel farklılıklara müdahale etmez. Antioksidan koruma sağlar ancak cilt tipine özel bir etkisi yoktur. 💡 Tüm yüze uygulayın, ardından bölgesel nemlendirici kullanın.",beneficial,"Normal ciltlerde antioksidan koruma sağlayarak çevresel hasarı önler. Cilt yenilenmesini destekler ve genel cilt sağlığını iyileştirir. 💡 Günlük bakım rutininize ekleyin, sabah kullanımı idealdir.",beneficial,"Anti-inflamatuar özellikleri sayesinde hassas ciltlerde kızarıklık ve tahrişi azaltabilir. Rozasea ve egzama gibi durumlarda yatıştırıcı etki gösterebilir. Genellikle iyi tolere edilir. 💡 Yatıştırıcı bir serum olarak kullanın, diğer tahriş edici ürünlerle kombine etmeyin.",beneficial,"Olgun ciltlerde antioksidan etkisiyle kolajen yıkımını azaltır ve cilt yenilenmesini destekler. İnce çizgilerin görünümünü azaltmaya yardımcı olabilir. 💡 Retinol veya C vitamini ile birlikte kullanın, gece rutinine ekleyin.",beneficial,Hamilelikte kullanımı güvenli kabul edilir. Bitkisel kökenli olup sistemik emilimi düşüktür. 💡 Hamilelikte güvenle kullanılabilir.,1.0,beneficial,"Anti-inflamatuar etkisi akne lezyonlarındaki kızarıklık ve şişliği azaltabilir. Ancak doğrudan antibakteriyel veya komedolitik etkisi yoktur, bu nedenle tek başına akne tedavisinde yeterli değildir. 💡 Salisilik asit veya benzoil peroksit ile kombine edin."
Acmella Oleracea Extract,acmellaoleraceaextract,0.0,0.0,0.0,2.0,-1.0,3.0,2.0,Fine Lines|Wrinkles|Elasticity,,manual_v2,0,Bitkisel Ekstrakt (Jambu / Doğal Botoks),Bitkisel Ekstrakt (Jambu / Doğal Botoks),"Acmella Oleracea Extract, jambu bitkisinden elde edilen bir ekstrakttır. Spilanthol adlı aktif bileşeni sayesinde kas gevşetici etki gösterir, dinamik kırışıklıkları azaltır. Ayrıca antioksidan ve anti-inflamatuar özelliklere sahiptir.",neutral,Kuru ciltlerde nemlendirme veya bariyer onarımı gibi doğrudan bir faydası yoktur. Kırışıklık azaltıcı etkisi vardır ancak kurulukla mücadele etmez. 💡 Nemlendirici ile birlikte kullanın.,neutral,Yağlı ciltlerde sebum kontrolü veya gözenek sıkılaştırma gibi etkileri yoktur. Kırışıklık önleyici olarak kullanılabilir ancak yağlı ciltlerde ek bir fayda sağlamaz. 💡 Hafif bir serum formunda tercih edin.,neutral,"Karma ciltlerde bölgesel farklılıklara müdahale etmez. Kırışıklık önleyici olarak tüm yüze uygulanabilir. 💡 Tüm yüze uygulayın, ardından bölgesel nemlendirici kullanın.",beneficial,Normal ciltlerde kırışıklık önleyici olarak etkilidir. Dinamik çizgileri azaltarak cildin daha pürüzsüz görünmesini sağlar. Antioksidan etkisiyle çevresel hasarı önler. 💡 Günde iki kez temiz cilde uygulayın.,caution,"Hassas ciltlerde genellikle iyi tolere edilse de, bazı bireylerde hafif karıncalanma veya tahrişe neden olabilir. Rozasea veya egzama gibi durumlarda dikkatli kullanılmalıdır. 💡 Yama testi yapın, düşük konsantrasyonla başlayın.",beneficial,"Olgun ciltlerde dinamik kırışıklıkları (alın, göz çevresi) azaltmada oldukça etkilidir. Spilanthol sayesinde kas kasılmalarını inhibe eder ve ifade çizgilerini yumuşatır. Düzenli kullanımda botoks benzeri bir etki sağlar. 💡 Günde iki kez kullanın, en iyi sonuç için 8-12 hafta düzenli uygulama yapın.",beneficial,"Hamilelikte kullanımı güvenli kabul edilir. Bitkisel kökenli olup sistemik emilimi düşüktür ve teratojenik risk taşımaz. 💡 Hamilelikte güvenle kullanılabilir, ancak yine de doktorunuza danışmanız önerilir.",0.0,neutral,"Akne üzerinde doğrudan bir etkisi yoktur. Komedojenik değildir, bu nedenle akneye meyilli ciltlerde güvenle kullanılabilir. 💡 Akne tedavisi için salisilik asit veya retinoid içeren ürünlerle kombine edebilirsiniz."
