name,name_normalized,short_description,score_dry,score_oily,score_combination,score_normal,score_sensitive,score_mature,score_pregnancy_safe,good_tags,avoid_tags,source,product_frequency,category,category_tr,description_tr,dry_effect,dry_reason_tr,dry_reason_en,oily_effect,oily_reason_tr,oily_reason_en,combination_effect,combination_reason_tr,combination_reason_en,normal_effect,normal_reason_tr,normal_reason_en,sensitive_effect,sensitive_reason_tr,sensitive_reason_en,mature_effect,mature_reason_tr,mature_reason_en,pregnancy_safe_effect,pregnancy_safe_reason_tr,pregnancy_safe_reason_en
manganese violet,manganeseviolet,Rating: Good. Categories: Coloring Agents/Pigments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,11,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
manuka oil,manukaoil,"Rating: Good. Categories: Plant Extracts, Antioxidants",0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,noxmoon,0,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
marigold,marigold,"Rating: Good. Categories: Skin-Soothing, Antioxidants, Plant Extracts",1.0,0.0,0.0,1.0,2.0,0.0,0.0,,,noxmoon,1,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,neutral,,,neutral,,,neutral,,,neutral,,,beneficial,Hassas cilt için faydalı bileşen,Beneficial for sensitive skin,neutral,,,neutral,,
marionberry,marionberry,"Rating: Good. Categories: Antioxidants, Plant Extracts",0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,noxmoon,0,Antioxidant,Antioksidan,Serbest radikallere karşı koruyucu antioksidan,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
marjoram,marjoram,"Rating: Poor. Categories: Plant Extracts, Fragrance: Synthetic and Fragrant Plant Extracts, Sensitizing",-1.0,0.0,0.0,0.0,-4.0,0.0,0.0,,Sensitizing,noxmoon,0,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,caution,"Kurutucu etki yapabilir, nemlendiriciyle kullanılmalı",May have drying effects,neutral,,,neutral,,,neutral,,,caution,"Hassas ciltte tahriş riski taşır, dikkatli kullanılmalı","Risk of irritation, use with caution",neutral,,,neutral,,
marshmallow,marshmallow,"Rating: Best. Categories: Skin-Soothing, Plant Extracts, Texture Enhancer",1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,noxmoon,0,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,neutral,,,neutral,,,neutral,,,neutral,,,beneficial,Hassas cilt için faydalı bileşen,Beneficial for sensitive skin,neutral,,,neutral,,
mate extract,mateextract,"Rating: Best. Categories: Skin-Soothing, Antioxidants, Plant Extracts",1.0,0.0,0.0,1.0,2.0,0.0,0.0,,,noxmoon,0,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,neutral,,,neutral,,,neutral,,,neutral,,,beneficial,Hassas cilt için faydalı bileşen,Beneficial for sensitive skin,neutral,,,neutral,,
matricaria oil,matricariaoil,"Rating: Best. Categories: Antioxidants, Plant Extracts",0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,noxmoon,1,Antioxidant,Antioksidan,Serbest radikallere karşı koruyucu antioksidan,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
meadowsweet extract,meadowsweetextract,"Rating: Best. Categories: Skin-Soothing, Plant Extracts",1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,noxmoon,1,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,neutral,,,neutral,,,neutral,,,neutral,,,beneficial,Hassas cilt için faydalı bileşen,Beneficial for sensitive skin,neutral,,,neutral,,
melibiose,melibiose,Rating: Good. Categories: Skin-Replenishing,2.0,0.0,0.0,0.0,1.0,0.0,0.0,,,noxmoon,2,Ceramide,Seramid,Cilt bariyerini güçlendiren bileşen,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
menthol,menthol,"Rating: Poor. Categories: Plant Extracts, Fragrance: Synthetic and Fragrant Plant Extracts, Sensitizing",-1.0,0.0,0.0,0.0,-4.0,0.0,0.0,,Sensitizing,noxmoon,194,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,caution,"Kurutucu etki yapabilir, nemlendiriciyle kullanılmalı",May have drying effects,neutral,,,neutral,,,neutral,,,caution,"Hassas ciltte tahriş riski taşır, dikkatli kullanılmalı","Risk of irritation, use with caution",neutral,,,neutral,,
menthone,menthone,"Rating: Poor. Categories: Plant Extracts, Sensitizing, Fragrance: Synthetic and Fragrant Plant Extracts",-1.0,0.0,0.0,0.0,-4.0,0.0,0.0,,Sensitizing,noxmoon,0,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,caution,"Kurutucu etki yapabilir, nemlendiriciyle kullanılmalı",May have drying effects,neutral,,,neutral,,,neutral,,,caution,"Hassas ciltte tahriş riski taşır, dikkatli kullanılmalı","Risk of irritation, use with caution",neutral,,,neutral,,
menthoxypropanediol,menthoxypropanediol,"Rating: Poor. Categories: Fragrance: Synthetic and Fragrant Plant Extracts, Sensitizing",-1.0,0.0,0.0,0.0,-4.0,0.0,0.0,,Sensitizing,noxmoon,46,Fragrance,Parfüm / Koku,Ürüne koku veren parfüm bileşeni,caution,"Kurutucu etki yapabilir, nemlendiriciyle kullanılmalı",May have drying effects,neutral,,,neutral,,,neutral,,,caution,"Hassas ciltte tahriş riski taşır, dikkatli kullanılmalı","Risk of irritation, use with caution",neutral,,,neutral,,
menthyl anthranilate,menthylanthranilate,Rating: Best. Categories: Sunscreen Actives,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,0,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
menthyl lactate,menthyllactate,"Rating: Poor. Categories: Fragrance: Synthetic and Fragrant Plant Extracts, Sensitizing",-1.0,0.0,0.0,0.0,-4.0,0.0,0.0,,Sensitizing,noxmoon,76,Fragrance,Parfüm / Koku,Ürüne koku veren parfüm bileşeni,caution,"Kurutucu etki yapabilir, nemlendiriciyle kullanılmalı",May have drying effects,neutral,,,neutral,,,neutral,,,caution,"Hassas ciltte tahriş riski taşır, dikkatli kullanılmalı","Risk of irritation, use with caution",neutral,,,neutral,,
meradmiate,meradmiate,Rating: Best. Categories: Sunscreen Actives,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,0,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
methanol,methanol,Rating: Poor. Categories: Sensitizing,-1.0,0.0,0.0,0.0,-2.0,0.0,0.0,,Sensitizing,noxmoon,0,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,caution,"Kurutucu etki yapabilir, nemlendiriciyle kullanılmalı",May have drying effects,neutral,,,neutral,,,neutral,,,caution,"Hassas ciltte tahriş riski taşır, dikkatli kullanılmalı","Risk of irritation, use with caution",neutral,,,neutral,,
methicone,methicone,"Rating: Good. Categories: Silicones, Emollients, Slip Agents",2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,noxmoon,36,Silicone,Silikon,Cildi pürüzsüzleştiren silikon bazlı bileşen,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
methionine,methionine,"Rating: Good. Categories: Antioxidants, Skin-Replenishing",2.0,0.0,0.0,1.0,1.0,0.0,0.0,,,noxmoon,10,Antioxidant,Antioksidan,Serbest radikallere karşı koruyucu antioksidan,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
methyl gluceth-20,methylgluceth20,Rating: Good. Categories: Skin-Softening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,132,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
methyl gluceth-20 benzoate,methylgluceth20benzoate,"Rating: Good. Categories: Texture Enhancer, Emollients",1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,1,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
methyl glucose sesquistearate,methylglucosesesquistearate,"Rating: Good. Categories: Emollients, Skin-Softening",1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,56,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
methyl trimethicone,methyltrimethicone,"Rating: Good. Categories: Silicones, Slip Agents, Emollients",2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,noxmoon,64,Silicone,Silikon,Cildi pürüzsüzleştiren silikon bazlı bileşen,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
methylchloroisothiazolinone,methylchloroisothiazolinone,"Rating: Poor. Categories: Preservatives, Sensitizing",-1.0,0.0,0.0,0.0,-2.0,0.0,0.0,,Sensitizing,noxmoon,89,Preservative,Koruyucu,Ürünün raf ömrünü uzatan koruyucu madde,caution,"Kurutucu etki yapabilir, nemlendiriciyle kullanılmalı",May have drying effects,neutral,,,neutral,,,neutral,,,caution,"Hassas ciltte tahriş riski taşır, dikkatli kullanılmalı","Risk of irritation, use with caution",neutral,,,neutral,,
methyldibromo glutaronitrile,methyldibromoglutaronitrile,Rating: Poor. Categories: Preservatives,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,,,noxmoon,1,Preservative,Koruyucu,Ürünün raf ömrünü uzatan koruyucu madde,neutral,,,neutral,,,neutral,,,neutral,,,caution,"Hassas ciltte tahriş riski taşır, dikkatli kullanılmalı","Risk of irritation, use with caution",neutral,,,neutral,,
methyldihydrojasmonate,methyldihydrojasmonate,Rating: Poor. Categories: Fragrance: Synthetic and Fragrant Plant Extracts,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,,,noxmoon,55,Fragrance,Parfüm / Koku,Ürüne koku veren parfüm bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,caution,"Hassas ciltte tahriş riski taşır, dikkatli kullanılmalı","Risk of irritation, use with caution",neutral,,,neutral,,
methylglucoside phosphate,methylglucosidephosphate,Rating: Good. Categories: Skin-Softening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,9,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
methylisothiazolinone,methylisothiazolinone,"Rating: Poor. Categories: Preservatives, Sensitizing",-1.0,0.0,0.0,0.0,-2.0,0.0,0.0,,Sensitizing,noxmoon,216,Preservative,Koruyucu,Ürünün raf ömrünü uzatan koruyucu madde,caution,"Kurutucu etki yapabilir, nemlendiriciyle kullanılmalı",May have drying effects,neutral,,,neutral,,,neutral,,,caution,"Hassas ciltte tahriş riski taşır, dikkatli kullanılmalı","Risk of irritation, use with caution",neutral,,,neutral,,
methylparaben,methylparaben,Rating: Good. Categories: Preservatives,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,1405,Preservative,Koruyucu,Ürünün raf ömrünü uzatan koruyucu madde,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
methylpropanediol,methylpropanediol,"Rating: Good. Categories: Miscellaneous, Hydration",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,35,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
methylsilanol PEG-7 glyceryl cocoate,methylsilanolpeg7glycerylcocoate,"Rating: Good. Categories: Silicones, Emollients, Texture Enhancer",2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,noxmoon,0,Silicone,Silikon,Cildi pürüzsüzleştiren silikon bazlı bileşen,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
methylsilanol mannuronate,methylsilanolmannuronate,"Rating: Good. Categories: Silicones, Emollients, Texture Enhancer",2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,noxmoon,29,Silicone,Silikon,Cildi pürüzsüzleştiren silikon bazlı bileşen,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
methylsufonylsulfate,methylsufonylsulfate,Rating: Good. Categories: Antioxidants,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,noxmoon,0,Antioxidant,Antioksidan,Serbest radikallere karşı koruyucu antioksidan,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
mica,mica,Rating: Good. Categories: Coloring Agents/Pigments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,610,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
microcrystalline wax,microcrystallinewax,"Rating: Good. Categories: Thickeners/Emulsifiers, Texture Enhancer",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,80,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
milk protein,milkprotein,"Rating: Good. Categories: Emollients, Skin-Replenishing",3.0,0.0,0.0,0.0,1.0,0.0,0.0,,,noxmoon,7,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
milk vetch root,milkvetchroot,"Rating: Good. Categories: Antioxidants, Plant Extracts",0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,noxmoon,0,Antioxidant,Antioksidan,Serbest radikallere karşı koruyucu antioksidan,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
millet seed extract,milletseedextract,"Rating: Average. Categories: Plant Extracts, Skin-Softening",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,0,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
mimosa oil or extract,mimosaoilorextract,"Rating: Poor. Categories: Plant Extracts, Fragrance: Synthetic and Fragrant Plant Extracts",0.0,0.0,0.0,0.0,-2.0,0.0,0.0,,,noxmoon,0,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,neutral,,,neutral,,,neutral,,,neutral,,,caution,"Hassas ciltte tahriş riski taşır, dikkatli kullanılmalı","Risk of irritation, use with caution",neutral,,,neutral,,
mineral oil,mineraloil,Rating: Good. Categories: Emollients,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,122,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
mint,mint,"Rating: Poor. Categories: Plant Extracts, Sensitizing, Fragrance: Synthetic and Fragrant Plant Extracts",-1.0,0.0,0.0,0.0,-4.0,0.0,0.0,,Sensitizing,noxmoon,0,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,caution,"Kurutucu etki yapabilir, nemlendiriciyle kullanılmalı",May have drying effects,neutral,,,neutral,,,neutral,,,caution,"Hassas ciltte tahriş riski taşır, dikkatli kullanılmalı","Risk of irritation, use with caution",neutral,,,neutral,,
mixed fruit extracts,mixedfruitextracts,Rating: Good. Categories: Plant Extracts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,0,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
montan wax,montanwax,Rating: Good. Categories: Texture Enhancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,0,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
montmorillonite,montmorillonite,Rating: Good. Categories: Absorbent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,40,Mineral,Mineral,Mineral bazlı cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
mucopolysaccharide,mucopolysaccharide,Rating: Best. Categories: Skin-Replenishing,2.0,0.0,0.0,0.0,1.0,0.0,0.0,,,noxmoon,0,Ceramide,Seramid,Cilt bariyerini güçlendiren bileşen,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
mugwort extract,mugwortextract,Rating: Average. Categories: Plant Extracts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,0,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
mulberry extract,mulberryextract,"Rating: Good. Categories: Plant Extracts, Antioxidants",0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,noxmoon,0,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
murumuru seed butter,murumuruseedbutter,"Rating: Good. Categories: Emollients, Plant Extracts",1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,0,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
myristic acid,myristicacid,Rating: Good. Categories: Cleansing Agents,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,83,Surfactant,Yüzey Aktif Madde,Temizleme işlevi gören yüzey aktif madde,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
myristoyl hexapeptide-16,myristoylhexapeptide16,Rating: Best. Categories: Skin-Restoring,2.0,0.0,0.0,0.0,1.0,0.0,0.0,,,noxmoon,0,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
myristoyl pentapeptide-17,myristoylpentapeptide17,Rating: Best. Categories: Skin-Restoring,2.0,0.0,0.0,0.0,1.0,0.0,0.0,,,noxmoon,1,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
myristoyl tripeptide-31,myristoyltripeptide31,Rating: Best. Categories: Skin-Restoring,2.0,0.0,0.0,0.0,1.0,0.0,0.0,,,noxmoon,0,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
myristyl alcohol,myristylalcohol,"Rating: Good. Categories: Emollients, Thickeners/Emulsifiers",1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,79,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
myristyl myristate,myristylmyristate,"Rating: Good. Categories: Texture Enhancer, Emollients",1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,134,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
myristyl nicotinate,myristylnicotinate,Rating: Best. Categories: Miscellaneous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,28,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
myrrh,myrrh,"Rating: Poor. Categories: Plant Extracts, Sensitizing, Fragrance: Synthetic and Fragrant Plant Extracts",-1.0,0.0,0.0,0.0,-4.0,0.0,0.0,,Sensitizing,noxmoon,0,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,caution,"Kurutucu etki yapabilir, nemlendiriciyle kullanılmalı",May have drying effects,neutral,,,neutral,,,neutral,,,caution,"Hassas ciltte tahriş riski taşır, dikkatli kullanılmalı","Risk of irritation, use with caution",neutral,,,neutral,,
myrtle extract,myrtleextract,"Rating: Poor. Categories: Plant Extracts, Sensitizing, Fragrance: Synthetic and Fragrant Plant Extracts",-1.0,0.0,0.0,0.0,-4.0,0.0,0.0,,Sensitizing,noxmoon,0,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,caution,"Kurutucu etki yapabilir, nemlendiriciyle kullanılmalı",May have drying effects,neutral,,,neutral,,,neutral,,,caution,"Hassas ciltte tahriş riski taşır, dikkatli kullanılmalı","Risk of irritation, use with caution",neutral,,,neutral,,
natto gum,nattogum,"Rating: Good. Categories: Antioxidants, Plant Extracts",0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,noxmoon,12,Antioxidant,Antioksidan,Serbest radikallere karşı koruyucu antioksidan,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
natural moisturizing factor (NMF),naturalmoisturizingfactornmf,Rating: Best. Categories: Skin-Replenishing,2.0,0.0,0.0,0.0,1.0,0.0,0.0,,,noxmoon,0,Ceramide,Seramid,Cilt bariyerini güçlendiren bileşen,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
neem extract,neemextract,"Rating: Best. Categories: Plant Extracts, Antioxidants",0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,noxmoon,0,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
neem oil,neemoil,"Rating: Poor. Categories: Plant Extracts, Sensitizing",-1.0,0.0,0.0,0.0,-2.0,0.0,0.0,,Sensitizing,noxmoon,0,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,caution,"Kurutucu etki yapabilir, nemlendiriciyle kullanılmalı",May have drying effects,neutral,,,neutral,,,neutral,,,caution,"Hassas ciltte tahriş riski taşır, dikkatli kullanılmalı","Risk of irritation, use with caution",neutral,,,neutral,,
neopentyl glycol dicaprylate/dicaprate,neopentylglycoldicaprylatedicaprate,"Rating: Good. Categories: Texture Enhancer, Emollients",1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,26,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
neopentyl glycol diheptanoate,neopentylglycoldiheptanoate,"Rating: Good. Categories: Texture Enhancer, Skin-Softening",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,73,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
neroli,neroli,"Rating: Poor. Categories: Plant Extracts, Sensitizing, Fragrance: Synthetic and Fragrant Plant Extracts",-1.0,0.0,0.0,0.0,-4.0,0.0,0.0,,Sensitizing,noxmoon,0,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,caution,"Kurutucu etki yapabilir, nemlendiriciyle kullanılmalı",May have drying effects,neutral,,,neutral,,,neutral,,,caution,"Hassas ciltte tahriş riski taşır, dikkatli kullanılmalı","Risk of irritation, use with caution",neutral,,,neutral,,
neroli oil,nerolioil,"Rating: Poor. Categories: Plant Extracts, Fragrance: Synthetic and Fragrant Plant Extracts, Sensitizing",-1.0,0.0,0.0,0.0,-4.0,0.0,0.0,,Sensitizing,noxmoon,1,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,caution,"Kurutucu etki yapabilir, nemlendiriciyle kullanılmalı",May have drying effects,neutral,,,neutral,,,neutral,,,caution,"Hassas ciltte tahriş riski taşır, dikkatli kullanılmalı","Risk of irritation, use with caution",neutral,,,neutral,,
nettle extract,nettleextract,"Rating: Average. Categories: Skin-Soothing, Plant Extracts",1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,noxmoon,0,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,neutral,,,neutral,,,neutral,,,neutral,,,beneficial,Hassas cilt için faydalı bileşen,Beneficial for sensitive skin,neutral,,,neutral,,
niacin,niacin,"Rating: Best. Categories: Skin-Restoring, Vitamins",2.0,0.0,0.0,0.0,1.0,0.0,0.0,,,noxmoon,42,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
niacinamide,niacinamide,"Rating: Best. Categories: Skin-Soothing, Skin-Restoring, Antioxidants, Vitamins",3.0,0.0,0.0,1.0,3.0,0.0,0.0,,,noxmoon,338,Niacinamide,Niasinamid (B3 Vitamini),Yağ dengeleyici ve gözenek sıkılaştırıcı B3 vitamini,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,beneficial,Hassas cilt için faydalı bileşen,Beneficial for sensitive skin,neutral,,,neutral,,
nicotinamide,nicotinamide,"Rating: Best. Categories: Skin-Restoring, Vitamins",2.0,0.0,0.0,0.0,1.0,0.0,0.0,,,noxmoon,1,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
nicotinic acid,nicotinicacid,"Rating: Best. Categories: Skin-Restoring, Vitamins",2.0,0.0,0.0,0.0,1.0,0.0,0.0,,,noxmoon,1,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
