name,name_normalized,score_dry,score_oily,score_combination,score_normal,score_sensitive,score_mature,score_pregnancy_safe,good_tags,avoid_tags,source,product_frequency,category,category_tr,description_tr,dry_effect,dry_reason_tr,oily_effect,oily_reason_tr,combination_effect,combination_reason_tr,normal_effect,normal_reason_tr,sensitive_effect,sensitive_reason_tr,mature_effect,mature_reason_tr,pregnancy_safe_effect,pregnancy_safe_reason_tr
Terephthalylidene Dicamphor Sulfonic Acid,terephthalylidenedicamphorsulfonicacid,0,0,0,0,0,0,0,,,top1000,33,Skincare Ingredient,Cilt Bakım Bileşeni,"terephthalylidene dicamphor sulfonic acid, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Terpineol,terpineol,0,0,0,0,0,0,0,,,top1000,63,Skincare Ingredient,Cilt Bakım Bileşeni,"terpineol, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Tetramethyl Acetyloctahydronaphthalenes,tetramethylacetyloctahydronaphthalenes,0,0,0,0,0,0,0,,,top1000,85,Skincare Ingredient,Cilt Bakım Bileşeni,"tetramethyl acetyloctahydronaphthalenes, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Tetrapotassium Pyrophosphate,tetrapotassiumpyrophosphate,0,0,0,0,0,0,0,,,top1000,95,Mineral,Mineral,"tetrapotassium pyrophosphate, mineral bazlı bileşen; formülasyonun fiziksel özelliklerine katkıda bulunur veya ciltte koruyucu/düzenleyici etki gösterir.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Tetraselmis Suecica Extract,tetraselmissuecicaextract,0,0,0,0,0,1,0,Radiance,,manual_v2,0,Botanical Extract,Mikroalg Ekstrakt,"Yeşil mikroalgden elde edilen biyoteknolojik ekstrakt; amino asitler, vitaminler ve mineraller bakımından zengin olup cildin enerji metabolizmasını destekler ve cilt parlaklığını artırır.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Tetrasodium Edta,tetrasodiumedta,0,0,0,0,0,0,0,,,top1000,1015,Skincare Ingredient,Şelatör,"tetrasodium edta, metal iyonlarını bağlayarak formülasyonun stabilitesini koruyan şelatlama ajanı; ürünün renk, koku ve etkinlik kaybını önler.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Tetrasodium Etidronate,tetrasodiumetidronate,0,0,0,0,0,0,0,,,top1000,185,Skincare Ingredient,Cilt Bakım Bileşeni,"tetrasodium etidronate, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Tetrasodium Glutamate Diacetate,tetrasodiumglutamatediacetate,0,0,0,0,0,0,0,,,top1000,401,Skincare Ingredient,Cilt Bakım Bileşeni,"tetrasodium glutamate diacetate, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Tetrasodium Iminodisuccinate,tetrasodiumiminodisuccinate,1,0,0,0,0,0,0,Texture,,top1000,33,Emollient,Yumuşatıcı Ester,"tetrasodium iminodisuccinate, yağ asidi esteri; cildi yumuşatır, formülasyona hafif ve pürüzsüz bir doku kazandırır.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Tetrasodium Pyrophosphate,tetrasodiumpyrophosphate,0,0,0,0,0,0,0,,,top1000,137,Skincare Ingredient,Cilt Bakım Bileşeni,"tetrasodium pyrophosphate, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Theobroma Cacao (Cocoa) Seed Butter,theobromacacaococoaseedbutter,2,0,0,0,1,1,0,,,top1000,82,Skincare Ingredient,Cilt Bakım Bileşeni,"theobroma cacao (cocoa) seed butter, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",beneficial,Kuru cilt için faydalı bileşen,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Theobroma Cacao Seed Butter,theobromacacaoseedbutter,2,0,0,0,1,1,0,,,top1000,106,Skincare Ingredient,Cilt Bakım Bileşeni,"theobroma cacao seed butter, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",beneficial,Kuru cilt için faydalı bileşen,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Thermus Thermophillus Ferment,thermusthermophillusferment,0,0,0,1,1,2,0,Fine Lines|Impaired skin barrier,,manual_v2,0,Prebiotic / Probiotic,Probiyotik Ferment (Termofil),"Ekstrem sıcaklıklarda yaşayan bakterinin fermantasyon ürünü; hücreleri ısı ve UV stresine karşı koruyan proteinler içerir, cildin stres direncini artırır.",neutral,,neutral,,neutral,,neutral,,neutral,,beneficial,Ekstrem sıcaklıklarda yaşayan bakterinin fermantasyon ürünü; hücreleri ısı ve UV stresine karşı koruyan proteinler içeri,neutral,
Thioglycerin,thioglycerin,2,0,0,0,0,0,0,Dry and dehydrated skin,,top1000,42,Humectant,Nemlendirici,"thioglycerin, nemlendirici özellikli bileşen; ciltte nem tutarak hidrasyonu artırır ve kuruluğa bağlı gerginlik hissini azaltır.",beneficial,"thioglycerin, nemlendirici özellikli bileşen; ciltte nem tutarak hidrasyonu artırır ve kuruluğa bağlı gerginlik hissini ",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Threonine,threonine,1,0,0,0,0,0,0,,,top1000,59,Skincare Ingredient,Cilt Bakım Bileşeni,"threonine, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Thymol,thymol,0,0,0,0,0,0,0,,,top1000,69,Skincare Ingredient,Cilt Bakım Bileşeni,"thymol, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Tin Oxide,tinoxide,0,0,0,0,0,0,0,,,top1000,160,Skincare Ingredient,Cilt Bakım Bileşeni,"tin oxide, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Titanium Dioxide,titaniumdioxide,0,0,0,1,2,0,1,UV Protection|Anyone,,manual_v2,402,Sunscreen Agent,Fiziksel Güneş Filtresi,"Mineral bazlı UVB ağırlıklı güneş filtresi; UV ışınlarını fiziksel bariyerle yansıtır, kimyasal filtrelere göre daha az tahriş riski taşır ve hassas ciltler için tercih edilir.",neutral,,neutral,,neutral,,neutral,,beneficial,"Mineral bazlı UVB ağırlıklı güneş filtresi; UV ışınlarını fiziksel bariyerle yansıtır, kimyasal filtrelere göre daha az ",neutral,,neutral,
Titanium Dioxide (Ci 77891),titaniumdioxideci77891,0,0,0,1,1,0,1,,,top1000,67,Mineral,Mineral,"titanium dioxide (ci 77891), mineral bazlı bileşen; formülasyonun fiziksel özelliklerine katkıda bulunur veya ciltte koruyucu/düzenleyici etki gösterir.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Titanium Dioxide (Nano),titaniumdioxidenano,0,0,0,1,1,0,1,,,top1000,56,Mineral,Mineral,"titanium dioxide (nano), mineral bazlı bileşen; formülasyonun fiziksel özelliklerine katkıda bulunur veya ciltte koruyucu/düzenleyici etki gösterir.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Tocopherol,tocopherol,2,0,1,1,1,2,0,Dry and dehydrated skin|Fine Lines|Radiance|Impaired skin barrier,,manual_v2,100,Antioxidant,Antioksidan (E Vitamini),"Doğal E vitamini; hücreleri oksidatif stresten koruyan güçlü antioksidan, cildin iyileşme sürecini destekler, nem bariyerini güçlendirir ve formülasyondaki yağların oksidasyonunu önler.",beneficial,"Doğal E vitamini; hücreleri oksidatif stresten koruyan güçlü antioksidan, cildin iyileşme sürecini destekler, nem bariye",neutral,,neutral,,neutral,,neutral,,beneficial,"Doğal E vitamini; hücreleri oksidatif stresten koruyan güçlü antioksidan, cildin iyileşme sürecini destekler, nem bariye",neutral,
Tocopherol (Vitamin E),tocopherolvitamine,0,0,0,0,0,1,0,Radiance,,top1000,42,Antioxidant,Antioksidan,"tocopherol (vitamin e), antioksidan bileşen; serbest radikalleri nötralize ederek hücreleri oksidatif hasardan korur ve formülasyonun stabilitesine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Tocopheryl Acetate,tocopherylacetate,2,0,1,1,1,2,0,Dry and dehydrated skin|Fine Lines|Radiance,,manual_v2,1671,Antioxidant,Antioksidan (E Vitamini Asetat),"E vitamininin stabilize edilmiş formu; ciltte enzimler tarafından aktif tocopherole dönüşerek antioksidan koruma sağlar, UV hasarını azaltır ve nem bariyerini destekler.",beneficial,"E vitamininin stabilize edilmiş formu; ciltte enzimler tarafından aktif tocopherole dönüşerek antioksidan koruma sağlar,",neutral,,neutral,,neutral,,neutral,,beneficial,"E vitamininin stabilize edilmiş formu; ciltte enzimler tarafından aktif tocopherole dönüşerek antioksidan koruma sağlar,",neutral,
Tocopheryl Acetate (Vitamin E),tocopherylacetatevitamine,0,0,0,1,0,1,0,,,top1000,40,Skincare Ingredient,Cilt Bakım Bileşeni,"tocopheryl acetate (vitamin e), kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Tocopheryl Glucoside,tocopherylglucoside,1,0,0,1,1,2,0,Fine Lines|Radiance|Impaired skin barrier,,manual_v2,0,Antioxidant,Antioksidan (E Vitamini Glikozit),"E vitamininin suda çözünür stabil glikozit formu; ciltte enzimler tarafından aktif tocopherole dönüşerek antioksidan koruma sağlar, aynı zamanda kolajeni UV hasarından korur ve aydınlatıcı etki gösterir.",neutral,,neutral,,neutral,,neutral,,neutral,,beneficial,E vitamininin suda çözünür stabil glikozit formu; ciltte enzimler tarafından aktif tocopherole dönüşerek antioksidan kor,neutral,
Toluene-2,toluene2,0,0,0,0,0,0,0,,,top1000,67,Skincare Ingredient,Cilt Bakım Bileşeni,"toluene-2, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Tranexamic Acid,tranexamicacid,0,0,0,1,1,2,-1,Pigmentation|Radiance|Redness,Pregnancy,manual_v2,0,Acid,Traneksamik Asit,"Melanin transferini engelleyerek hiperpigmentasyonu azaltan güçlü aydınlatıcı; melazma tedavisinde umut verici sonuçlar gösteren, hassas ciltler dahil geniş toleransa sahip aktif bileşen.",neutral,,neutral,,neutral,,neutral,,neutral,,beneficial,Melanin transferini engelleyerek hiperpigmentasyonu azaltan güçlü aydınlatıcı; melazma tedavisinde umut verici sonuçlar ,caution,"Hamilelikte kullanımı önerilmez, doktorunuza danışın"
Trehalose,trehalose,2,0,0,0,0,0,0,Dry and dehydrated skin,,top1000,120,Humectant,Nemlendirici,"trehalose, nemlendirici özellikli bileşen; ciltte nem tutarak hidrasyonu artırır ve kuruluğa bağlı gerginlik hissini azaltır.",beneficial,"trehalose, nemlendirici özellikli bileşen; ciltte nem tutarak hidrasyonu artırır ve kuruluğa bağlı gerginlik hissini aza",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Triacontanyl Pvp,triacontanylpvp,0,0,0,0,0,0,0,,,top1000,38,Skincare Ingredient,Cilt Bakım Bileşeni,"triacontanyl pvp, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Tribehenin,tribehenin,0,0,0,0,0,0,0,,,top1000,53,Skincare Ingredient,Cilt Bakım Bileşeni,"tribehenin, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Triclosan,triclosan,0,0,0,0,-1,0,-1,,Sensitive|Pregnancy,top1000,33,Preservative,Koruyucu,"triclosan, formülasyonu mikrobiyal kontaminasyondan koruyan koruyucu madde; ürünün güvenli raf ömrünü sağlar.",neutral,,neutral,,neutral,,neutral,,caution,"Hassas ciltte tahriş ve kızarıklık yapabilir, dikkatli kullanılmalı",neutral,,caution,"Hamilelikte kullanımı önerilmez, doktorunuza danışın"
Tridecane,tridecane,0,0,0,0,0,0,0,,,top1000,43,Skincare Ingredient,Cilt Bakım Bileşeni,"tridecane, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Trideceth-10,trideceth10,0,0,0,0,0,0,0,,,top1000,99,Skincare Ingredient,Cilt Bakım Bileşeni,"trideceth-10, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Trideceth-12,trideceth12,0,0,0,0,0,0,0,,,top1000,53,Skincare Ingredient,Cilt Bakım Bileşeni,"trideceth-12, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Trideceth-2 Carboxamide Mea,trideceth2carboxamidemea,0,0,0,0,0,0,0,,,top1000,46,Skincare Ingredient,Cilt Bakım Bileşeni,"trideceth-2 carboxamide mea, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Trideceth-3,trideceth3,0,0,0,0,0,0,0,,,top1000,29,Skincare Ingredient,Cilt Bakım Bileşeni,"trideceth-3, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Trideceth-6,trideceth6,0,0,0,0,0,0,0,,,top1000,140,Skincare Ingredient,Cilt Bakım Bileşeni,"trideceth-6, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Trideceth-9,trideceth9,0,0,0,0,0,0,0,,,top1000,72,Skincare Ingredient,Cilt Bakım Bileşeni,"trideceth-9, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Tridecyl Salicylate,tridecylsalicylate,0,0,0,0,0,0,0,,,manual_v2,0,Emollient,Yumuşatıcı / UV Çözücü,"Salisilik asit esteri; güneş koruyucu filtreleri çözerek formülasyonun cilde düzgün yayılmasını sağlar, aynı zamanda hafif yumuşatıcı etki gösterir.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Tridecyl Trimellitate,tridecyltrimellitate,2,0,0,0,0,0,0,Dry and dehydrated skin,,top1000,49,Humectant,Nemlendirici,"tridecyl trimellitate, nemlendirici özellikli bileşen; ciltte nem tutarak hidrasyonu artırır ve kuruluğa bağlı gerginlik hissini azaltır.",beneficial,"tridecyl trimellitate, nemlendirici özellikli bileşen; ciltte nem tutarak hidrasyonu artırır ve kuruluğa bağlı gerginlik",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Triethanolamine,triethanolamine,-2,0,0,0,-2,0,0,,,top1000,555,Skincare Ingredient,pH Düzenleyici,"triethanolamine, formülasyonun pH değerini ayarlayarak aktif bileşenlerin optimum etkinliğini ve ürünün cilt uyumluluğunu sağlar.",caution,"Kurutucu etki yapabilir, nemlendiriciyle kullanılmalı",neutral,,neutral,,neutral,,caution,Hassas ciltte tahriş ve kızarıklık yapabilir,neutral,,neutral,
Triethoxycaprylylsilane,triethoxycaprylylsilane,0,0,0,0,0,0,0,,,top1000,70,Skincare Ingredient,Cilt Bakım Bileşeni,"triethoxycaprylylsilane, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Triethyl Citrate,triethylcitrate,0,0,0,0,0,0,0,,,top1000,294,Skincare Ingredient,Cilt Bakım Bileşeni,"triethyl citrate, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Triethylene Glycol,triethyleneglycol,2,0,0,0,0,0,0,Dry and dehydrated skin,,top1000,73,Humectant,Nemlendirici,"triethylene glycol, nemlendirici özellikli bileşen; ciltte nem tutarak hidrasyonu artırır ve kuruluğa bağlı gerginlik hissini azaltır.",beneficial,"triethylene glycol, nemlendirici özellikli bileşen; ciltte nem tutarak hidrasyonu artırır ve kuruluğa bağlı gerginlik hi",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Trihydroxystearin,trihydroxystearin,0,0,0,0,0,0,0,,,manual_v2,0,Skincare Ingredient,Kıvam Artırıcı / Stabilizatör,"Hidrojene hint yağı türevi; formülasyona kıvam verir, süspansiyonların stabilitesini sağlar ve pigmentlerin homojen dağılmasına yardımcı olur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Trimethylsiloxysilicate,trimethylsiloxysilicate,0,1,0,0,0,0,0,,,top1000,83,Mineral,Mineral,"trimethylsiloxysilicate, mineral bazlı bileşen; formülasyonun fiziksel özelliklerine katkıda bulunur veya ciltte koruyucu/düzenleyici etki gösterir.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Triolein,triolein,1,0,0,0,0,0,0,,,manual_v2,0,Emollient,Yumuşatıcı (Oleik Asit Trigliserit),"Oleik asidin trigliserit formu; cildi yumuşatan ve besleyen doğal lipit, derinin lipid matriksine uyumlu yapısıyla nem bariyerini destekler.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Tripeptide-32,tripeptide32,0,0,0,0,0,3,0,Fine Lines|Wrinkles,,manual_v2,0,Peptide,Peptit (Circadian),Cildin sirkadiyen (biyolojik saat) ritmini düzenleyen sinyal peptidi; hücrelerin gece onarım sürecini optimize ederek yaşlanma belirtilerini geciktirmeye yardımcı olur.,neutral,,neutral,,neutral,,neutral,,neutral,,beneficial,Cildin sirkadiyen (biyolojik saat) ritmini düzenleyen sinyal peptidi; hücrelerin gece onarım sürecini optimize ederek ya,neutral,
Trisiloxane,trisiloxane,1,0,0,0,0,0,0,Texture,,manual_v2,0,Silicone,Silikon (Hafif),"Çok düşük viskoziteli hafif silikon; formülasyona ultra hafif ve hızlı emilen bir doku kazandırır, aktif bileşenlerin cilde yayılmasını kolaylaştırır.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Trisodium Edta,trisodiumedta,0,0,0,0,0,0,0,,,top1000,192,Skincare Ingredient,Şelatör,"trisodium edta, metal iyonlarını bağlayarak formülasyonun stabilitesini koruyan şelatlama ajanı; ürünün renk, koku ve etkinlik kaybını önler.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Trisodium Ethylenediamine Disuccinate,trisodiumethylenediaminedisuccinate,1,0,0,0,0,0,0,Texture,,top1000,134,Emollient,Yumuşatıcı Ester,"trisodium ethylenediamine disuccinate, yağ asidi esteri; cildi yumuşatır, formülasyona hafif ve pürüzsüz bir doku kazandırır.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Trisodium Phosphate,trisodiumphosphate,0,0,0,0,0,0,0,,,top1000,130,Skincare Ingredient,Cilt Bakım Bileşeni,"trisodium phosphate, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Triticum Vulgare Germ Oil,triticumvulgaregermoil,0,0,0,0,0,0,0,,,top1000,30,Skincare Ingredient,Cilt Bakım Bileşeni,"triticum vulgare germ oil, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Tromethamine,tromethamine,0,0,0,0,0,0,0,,,top1000,43,Skincare Ingredient,pH Düzenleyici,"tromethamine, formülasyonun pH değerini ayarlayarak aktif bileşenlerin optimum etkinliğini ve ürünün cilt uyumluluğunu sağlar.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Ubiquinone,ubiquinone,0,0,0,0,0,1,0,Radiance,,top1000,68,Antioxidant,Antioksidan,"ubiquinone, antioksidan bileşen; serbest radikalleri nötralize ederek hücreleri oksidatif hasardan korur ve formülasyonun stabilitesine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Undecane,undecane,0,0,0,0,0,0,0,,,top1000,45,Skincare Ingredient,Cilt Bakım Bileşeni,"undecane, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Undecylenoyl Glycine,undecylenoylglycine,1,0,0,0,0,0,0,Dry and dehydrated skin,,top1000,30,Skincare Ingredient,Amino Asit / Protein,"undecylenoyl glycine, cildin yapısal proteinlerini ve doğal nem faktörünü destekleyen amino asit veya protein bileşeni; nem tutmaya ve bariyer fonksiyonuna katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Urea,urea,3,0,1,0,-1,1,0,Dry and dehydrated skin|Texture|Impaired skin barrier,Sensitive,manual_v2,254,Humectant,Nemlendirici / Hafif Peeling,Cildin doğal nem faktörünün (NMF) önemli bir bileşeni; güçlü nemlendirici özelliğinin yanı sıra hafif keratolitik etki göstererek çok kuru ve pürüzlü cildi yumuşatır.,beneficial,Cildin doğal nem faktörünün (NMF) önemli bir bileşeni; güçlü nemlendirici özelliğinin yanı sıra hafif keratolitik etki g,neutral,,neutral,,neutral,,caution,"Hassas ciltte tahriş ve kızarıklık yapabilir, dikkatli kullanılmalı",neutral,,neutral,
Vaccinium Myrtillus Fruit/Leaf Extract,vacciniummyrtillusfruitleafextract,0,0,0,1,0,1,0,Radiance|Texture,,manual_v2,0,Botanical Extract,Bitkisel Ekstrakt (Yaban Mersini),"Yaban mersininden elde edilen antosiyanin ve doğal AHA bakımından zengin ekstrakt; güçlü antioksidan koruma sağlar, hafif peeling etkisi gösterir ve cilt parlaklığını artırır.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Valine,valine,1,0,0,0,0,0,0,,,top1000,29,Skincare Ingredient,Cilt Bakım Bileşeni,"valine, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Vanilla Planifolia Fruit Extract,vanillaplanifoliafruitextract,1,0,0,0,0,0,0,,,top1000,52,Botanical Extract,Bitkisel Ekstrakt,"vanilla planifolia fruit extract, bitkisel kaynaklı aktif ekstrakt; antioksidan, yatıştırıcı veya besleyici özellikler taşıyabilir ve formülasyona doğal etkinlik katar.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Vanillin,vanillin,0,0,0,0,0,0,0,,,top1000,47,Skincare Ingredient,Cilt Bakım Bileşeni,"vanillin, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer,vinyldimethiconemethiconesilsesquioxanecrosspolymer,1,0,0,0,0,0,0,Texture,,top1000,35,Silicone,Silikon,"vinyl dimethicone/methicone silsesquioxane crosspolymer, silikon bazlı bileşen; ciltte veya saçta pürüzsüz bir yüzey oluşturarak dokuyu iyileştirir, nem kaybını azaltır ve ürüne ipeksi bir uygulama hissi kazandırır.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Vitamin E,vitamine,2,0,1,1,1,2,0,Dry and dehydrated skin|Fine Lines|Radiance,,manual_v2,36,Antioxidant,Antioksidan (E Vitamini),"Güçlü yağda çözünür antioksidan; hücre zarlarını serbest radikal hasarından korur, UV kaynaklı fotoyaşlanmayı yavaşlatır ve C vitaminiyle birlikte sinerjik etki gösterir.",beneficial,"Güçlü yağda çözünür antioksidan; hücre zarlarını serbest radikal hasarından korur, UV kaynaklı fotoyaşlanmayı yavaşlatır",neutral,,neutral,,neutral,,neutral,,beneficial,"Güçlü yağda çözünür antioksidan; hücre zarlarını serbest radikal hasarından korur, UV kaynaklı fotoyaşlanmayı yavaşlatır",neutral,
Vitis Vinifera (Grape) Fruit Extract,vitisviniferagrapefruitextract,0,0,0,1,0,2,0,Fine Lines|Radiance,,manual_v2,0,Botanical Extract,Bitkisel Ekstrakt (Üzüm Meyvesi),"Üzüm meyvesinden elde edilen polifenol ve resveratrol bakımından zengin ekstrakt; güçlü antioksidan koruma sağlar, serbest radikalleri nötralize eder ve cildin yaşlanma sürecini yavaşlatmaya yardımcı olur.",neutral,,neutral,,neutral,,neutral,,neutral,,beneficial,"Üzüm meyvesinden elde edilen polifenol ve resveratrol bakımından zengin ekstrakt; güçlü antioksidan koruma sağlar, serbe",neutral,
Vitis Vinifera (Grape) Fruit Water,vitisviniferagrapefruitwater,0,0,0,0,0,0,0,Radiance,,manual_v2,0,Botanical Extract,Bitkisel Hidrosol (Üzüm),"Üzüm meyvesinin damıtılmasıyla elde edilen aromatik su; hafif antioksidan özellikler taşır, formülasyona ferahlatıcı etki katar ve cildi tonlandırır.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Vitis Vinifera (Grape) Juice,vitisviniferagrapejuice,0,0,0,0,0,1,0,Radiance,,manual_v2,0,Botanical Extract,Üzüm Suyu Ekstrakt,"Taze üzüm suyundan elde edilen polifenol ve organik asit bakımından zengin ekstrakt; hafif peeling etkisi gösterebilir, antioksidan koruma sağlar ve cilt parlaklığını artırır.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
